"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1995","Stratum_4"," [g]",4614900352.82926,660967502.651888,0.174655982783108
"1","1996","Stratum_4"," [g]",13353186725.9987,3012700136.76628,0.302619489203482
"1","1997","Stratum_4"," [g]",6574236051.34771,1210113517.51937,0.237417830362365
"1","1998","Stratum_4"," [g]",5869064641.05116,1076099025.65835,0.238454952494039
"1","1999","Stratum_4"," [g]",5428569063.53525,983949523.229613,0.229510951887122
"1","2000","Stratum_4"," [g]",11507089376.3385,2339593578.3533,0.264262102930211
"1","2001","Stratum_4"," [g]",4087879588.54666,903645088.036548,0.286488908558254
"1","2002","Stratum_4"," [g]",3791485135.57021,675888151.459148,0.227103274442562
"1","2003","Stratum_4"," [g]",2695804948.14405,514133084.690876,0.246556369577934
"1","2004","Stratum_4"," [g]",1830470010.13586,358028689.580255,0.248416111105855
"1","2005","Stratum_4"," [g]",2195720560.62473,532478680.763332,0.318244315746618
"1","2006","Stratum_4"," [g]",5032906836.37235,1134548884.69679,0.290634407391608
"1","2007","Stratum_4"," [g]",1770406609.38232,421704946.979979,0.313399392107866
"1","2008","Stratum_4"," [g]",3013038635.40579,611267430.266067,0.262041173135607
"1","2009","Stratum_4"," [g]",2399957315.34858,462232012.071733,0.252642643725156
"1","2010","Stratum_4"," [g]",6257651540.62458,1461076151.94017,0.305381053057791
"1","2011","Stratum_4"," [g]",3661526494.81961,864544655.564418,0.316617711282664
"1","2012","Stratum_4"," [g]",11109321909.8591,2031549792.8993,0.232591434152873
"1","2013","Stratum_4"," [g]",7494935827.85381,1833300599.86814,0.329297720634371
"1","2014","Stratum_4"," [g]",2906312054.02618,592849336.464147,0.26788134973084
"1","2015","Stratum_4"," [g]",9378055337.16007,2139665364.56955,0.306009898564591
"1","2016","Stratum_4"," [g]",6947972374.6902,2214777760.53793,0.460611214412307
"1","2017","Stratum_4"," [g]",4639914061.6874,1209554816.68509,0.360085646142916
"1","2018","Stratum_4"," [g]",5340740567.46114,1566517069.75504,0.424690248172246
"1","2019","Stratum_4"," [g]",7548097303.19201,1923398531.7585,0.345869613139821
"1","2020","Stratum_4"," [g]",0,0,0
"1","2021","Stratum_4"," [g]",3883684106.01346,816310054.55408,0.274452568449444
"1","1982","Stratum_5"," [g]",624663970.82751,154576766.855425,0.328404665833743
"1","1983","Stratum_5"," [g]",300612716.315874,79554455.4947563,0.366089981571279
"1","1984","Stratum_5"," [g]",435827468.452574,115974463.718679,0.366118940060138
"1","1985","Stratum_5"," [g]",306540334.188388,72014842.3777629,0.304273699389208
"1","1986","Stratum_5"," [g]",297698431.557811,65513355.2954096,0.293520503600102
"1","1987","Stratum_5"," [g]",970457369.950059,183172088.22941,0.241632890781813
"1","1988","Stratum_5"," [g]",504354804.989297,124178462.30693,0.338625182120874
"1","1989","Stratum_5"," [g]",1594375168.86601,649235413.185457,0.628038035496513
"1","1990","Stratum_5"," [g]",1428075163.34912,590373264.083033,0.652555546709312
