"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2005","Stratum_4"," [g]",471319998.828884,54290539.2311682,0.136954015763962
"1","2006","Stratum_4"," [g]",489130072.957192,59311581.1340976,0.144513193290434
"1","2007","Stratum_4"," [g]",557906061.260568,58245019.3577184,0.124726841513709
"1","2008","Stratum_4"," [g]",520984442.506012,67925832.5862246,0.159222712127378
"1","2009","Stratum_4"," [g]",620409784.401886,71802958.2034649,0.137779097661691
"1","2010","Stratum_4"," [g]",419613402.804534,47220928.0144191,0.135335169257228
"1","2011","Stratum_4"," [g]",333943424.586791,34316958.6151634,0.119558789002919
"1","2012","Stratum_4"," [g]",446617558.552905,57587240.1091688,0.15919454542994
"1","2013","Stratum_4"," [g]",575104635.754704,88001927.5580578,0.190847507219231
"1","2014","Stratum_4"," [g]",619150225.22844,93797857.5419811,0.192007190908478
"1","2015","Stratum_4"," [g]",1255472492.07736,164942843.967237,0.161376237126578
"1","2016","Stratum_4"," [g]",999701782.345244,120356294.451597,0.144064462253696
"1","2017","Stratum_4"," [g]",755578479.794509,104429084.286983,0.170995565000061
"1","2018","Stratum_4"," [g]",1117198127.20699,213361117.634874,0.251308035546189
"1","2019","Stratum_4"," [g]",376715674.110906,50462748.779044,0.165771616861903
"1","2020","Stratum_4"," [g]",607423294.27536,316024009.582227,0.797078963740417
"1","2021","Stratum_4"," [g]",372885972.741762,51600452.1443444,0.169436518024152
"1","2022","Stratum_4"," [g]",612679616.710943,81048930.514443,0.162363672595526
"1","2023","Stratum_4"," [g]",335697851.97912,59215756.8803858,0.226911619318148
"1","1982","Stratum_5"," [g]",225878997.9768,38610560.3107154,0.212701962144706
"1","1983","Stratum_5"," [g]",83177018.9847842,13544637.5886172,0.204274215851319
"1","1984","Stratum_5"," [g]",131113242.604159,20975999.5620615,0.199145654252723
"1","1985","Stratum_5"," [g]",65633601.9610925,16108091.8895908,0.332122929881569
"1","1986","Stratum_5"," [g]",112961376.170798,21450643.497058,0.241783289665557
"1","1987","Stratum_5"," [g]",212847850.959434,35112368.4302845,0.209185807660036
"1","1988","Stratum_5"," [g]",106980753.246322,27120172.4625158,0.346710673233509
"1","1989","Stratum_5"," [g]",163984836.732296,65676298.4268922,0.606856965021864
"1","1990","Stratum_5"," [g]",89559892.7164616,35945882.1367239,0.589088605709195
